sourceClass,method,targetClass
io_realm_BulkInsertTests,io_realm_BulkInsertTests_insert,io_realm_Realm
io_realm_BulkInsertTests,io_realm_BulkInsertTests_insert_realmModel,io_realm_Realm
io_realm_DynamicRealmObjectTests,io_realm_DynamicRealmObjectTests_setUp,io_realm_entities_AllJavaTypes
io_realm_DynamicRealmObjectTests,io_realm_DynamicRealmObjectTests_setter_null,io_realm_Realm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_createObject_withNullStringPrimaryKey,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_createObject_withNullBytePrimaryKey,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_createObject_withNullShortPrimaryKey,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_createObject_withNullIntegerPrimaryKey,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_createObject_withNullLongPrimaryKey,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_where,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_delete_type,io_realm_DynamicRealm
io_realm_DynamicRealmTests,io_realm_DynamicRealmTests_deleteAll,io_realm_DynamicRealm
io_realm_FrozenObjectsTests,io_realm_FrozenObjectsTests_writeToFrozenObjectThrows,io_realm_Realm
io_realm_FrozenObjectsTests,io_realm_FrozenObjectsTests_copyToRealmOrUpdate,io_realm_Realm
io_realm_FrozenObjectsTests,io_realm_FrozenObjectsTests_insertOrUpdate,io_realm_Realm
io_realm_FrozenObjectsTests,io_realm_FrozenObjectsTests_insertOrUpdateList,io_realm_Realm
io_realm_LinkingObjectsManagedTests,io_realm_LinkingObjectsManagedTests_json_updateObject,io_realm_Realm
io_realm_LinkingObjectsManagedTests,io_realm_LinkingObjectsManagedTests_json_updateList,io_realm_Realm
io_realm_LinkingObjectsManagedTests,io_realm_LinkingObjectsManagedTests_copyToRealm_modelWithRenamedTargetFields,io_realm_Realm
io_realm_LinkingObjectsManagedTests,io_realm_LinkingObjectsManagedTests_insert_modelWithRenamedTargetFields,io_realm_Realm
io_realm_LinkingObjectsUnmanagedTests,io_realm_LinkingObjectsUnmanagedTests_copyFromRealm,io_realm_Realm
io_realm_LinkingObjectsUnmanagedTests,io_realm_LinkingObjectsUnmanagedTests_copyToAndFromRealm,io_realm_Realm
io_realm_ManagedOrderedRealmCollectionTests,io_realm_ManagedOrderedRealmCollectionTests_mutableMethodsOutsideTransactions,io_realm_OrderedRealmCollection
io_realm_ManagedRealmCollectionTests,io_realm_ManagedRealmCollectionTests_aggregates_deleteLastRow,io_realm_RealmCollection
io_realm_ManagedRealmCollectionTests,io_realm_ManagedRealmCollectionTests_realmMethods_invalidFieldNames,io_realm_RealmCollection
io_realm_ManagedRealmCollectionTests,io_realm_ManagedRealmCollectionTests_realmMethods_invalidFieldType,io_realm_RealmCollection
io_realm_ManagedRealmListForValueTests,io_realm_ManagedRealmListForValueTests_setUp,io_realm_entities_NullTypes
io_realm_RealmObjectTests,io_realm_RealmObjectTests_setter_list_ownList,io_realm_Realm
io_realm_OrderedRealmCollectionIteratorTests,io_realm_OrderedRealmCollectionIteratorTests_createNewObject,io_realm_Realm
io_realm_RealmAnnotationTests,io_realm_RealmAnnotationTests_namingConvention,io_realm_Realm
io_realm_RealmAsyncQueryTests,io_realm_RealmAsyncQueryTests_findFirstAsync_withSorting,io_realm_rule_RunInLooperThread
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_equalsWhenRxJavaUnavailable,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_hashCode_Test,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_equals_withCustomModules,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_hashCode_withCustomModules,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_equals_configurationsReturnCachedRealm,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_schemaVersion_differentVersionsThrows,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_schema_differentSchemasThrows,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_inMemory_differentDurabilityThrows,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_constructBuilder_differentDirSameName,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_encryptionKey_keyStorage,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_modelClasses_forGeneratedMediator,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_modelClasses_forCompositeMediator,io_realm_TestRealmConfigurationFactory
io_realm_RealmConfigurationTests,io_realm_RealmConfigurationTests_modelClasses_forFilterableMediator,io_realm_TestRealmConfigurationFactory
io_realm_RealmJsonTests,io_realm_RealmJsonTests_createObject_fromJsonNullObject,io_realm_Realm
io_realm_RealmJsonTests,io_realm_RealmJsonTests_createObjectFromJson_objectWithPrimaryKeySetValueDirectlyFromJsonObject,io_realm_Realm
io_realm_RealmJsonTests,io_realm_RealmJsonTests_createObjectFromJson_objectWithPrimaryKeySetValueDirectlyFromStream,io_realm_Realm
io_realm_RealmLinkTests,io_realm_RealmLinkTests_populate,io_realm_Realm
io_realm_RealmLinkTests,io_realm_RealmLinkTests_linkIsNull,io_realm_Realm
io_realm_RealmLinkTests,io_realm_RealmLinkTests_linkIsNotNull,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_add_managedObjectToManagedList,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_add_unmanagedObjectToManagedList,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_add_unmanagedPrimaryKeyObjectToManagedList,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_set_unmanagedObjectToManagedList,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_set_unmanagedPrimaryKeyObjectToManagedList,io_realm_Realm
io_realm_RealmListTests,io_realm_RealmListTests_removeAll_managedMode,io_realm_RealmList
io_realm_RealmListTests,io_realm_RealmListTests_toString_managedMode,io_realm_RealmList
io_realm_RealmListTests,io_realm_RealmListTests_createSnapshot_shouldUseTargetTable,io_realm_RealmList
io_realm_RealmMigrationTests,io_realm_RealmMigrationTests_migrationException_getPath,io_realm_TestRealmConfigurationFactory
io_realm_RealmModelTests,io_realm_RealmModelTests_createObject,io_realm_Realm
io_realm_RealmModelTests,io_realm_RealmModelTests_realmModelWithRealmListOfRealmModel,io_realm_Realm
io_realm_RealmModelTests,io_realm_RealmModelTests_realmModelWithRealmListOfRealmObject,io_realm_Realm
io_realm_RealmModelTests,io_realm_RealmModelTests_realmObjectWithRealmListOfRealmModel,io_realm_Realm
io_realm_RealmModelTests,io_realm_RealmModelTests_realmModelWithRealmModelField,io_realm_Realm
io_realm_RealmModelTests,io_realm_RealmModelTests_realmObjectWithRealmModelField,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_isValid_deletedObject,io_realm_Realm
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_tearDown,io_realm_BaseRealm
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_checkAddedAndRemovable,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_requiredFieldAttribute,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_indexedFieldAttribute,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_primaryKeyFieldAttribute,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_addPrimaryKeyFieldModifier_alreadyExistsThrows,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_addPrimaryKeyFieldModifier_illegalFieldTypeThrows,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_addPrimaryKeyFieldModifier_duplicateValues,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_addIndexFieldModifier_illegalFieldTypeThrows,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_addIndexFieldModifier_alreadyIndexedThrows,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setNullable_trueAndFalse,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setRequired_trueAndFalse,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_checkListValueConversionToDefaultValue,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setRequired_onPrimaryKeyField,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setRequired_onIndexedField,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setPrimaryKey_trueAndFalse,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setIndex_trueAndFalse,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_removeField_withPrimaryKey,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_renameField_withPrimaryKey,io_realm_RealmObjectSchema
io_realm_RealmObjectSchemaTests,io_realm_RealmObjectSchemaTests_setRequired_keepExistingRowsIfPrimaryKey,io_realm_RealmObjectSchema
io_realm_RealmObjectTests,io_realm_RealmObjectTests_stringEncoding,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_invalidSurrogates,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_deleteFromRealm,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_deleteFromRealm_removedFromResults,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_removeOneByOne,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_equals_sameObjectDifferentInstance,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_equals_afterModification,io_realm_Realm
io_realm_RealmObjectTests,io_realm_RealmObjectTests_equals_plainCustomMethod,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_verifyArmComparisons,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_deleteAndDeleteAll,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_setDate_updateRemovesObjectFromQuery,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_setObject_wrongObjectTypeThrows,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_setList_wrongObjectTypeThrows,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_asJSON,io_realm_Realm
io_realm_RealmResultsTests,io_realm_RealmResultsTests_asJSON_cycles,io_realm_Realm
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_rename_shouldChangeInfoInPKTable,io_realm_RealmSchema
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_remove_classWithReferencesThrows,io_realm_RealmSchema
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_remove_shouldRemoveInfoFromPKTable,io_realm_RealmSchema
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_remove_shouldClearDynamicCache,io_realm_RealmSchema
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_rename_shouldUpdateDynamicCache,io_realm_RealmSchema
io_realm_RealmSchemaTests,io_realm_RealmSchemaTests_mutableMethodsCalled_notInTransaction,io_realm_RealmSchema
io_realm_RealmTests,io_realm_RealmTests_getInstance_writeProtectedFile,io_realm_TestRealmConfigurationFactory
io_realm_RealmTests,io_realm_RealmTests_getInstance_writeProtectedFileWithContext,io_realm_TestRealmConfigurationFactory
io_realm_RealmTests,io_realm_RealmTests_utf8Tests,io_realm_Realm
io_realm_RealmTests,io_realm_RealmTests_unicodeStrings,io_realm_Realm
io_realm_RealmTests,io_realm_RealmTests_copyToRealm_managedObject,io_realm_Realm
io_realm_RealmTests,io_realm_RealmTests_copyToRealm_cyclicObjectReferences,io_realm_Realm
io_realm_RealmTests,io_realm_RealmTests_addChangeListener_throwOnAddingNullListenerFromLooperThread,io_realm_rule_RunInLooperThread
io_realm_RealmTests,io_realm_RealmTests_removeChangeListener_throwOnRemovingNullListenerFromLooperThread,io_realm_rule_RunInLooperThread
io_realm_RealmTests,io_realm_RealmTests_deleteAll,io_realm_Realm
io_realm_RealmTests,io_realm_RealmTests_deleteAll_realmWithMoreTables,io_realm_Realm
io_realm_RxJavaTests,io_realm_RxJavaTests_findFirstAsync_emittedOnUpdate,io_realm_Realm
io_realm_RxJavaTests,io_realm_RxJavaTests_findFirstAsync_emittedOnDelete,io_realm_Realm
io_realm_RxJavaTests,io_realm_RxJavaTests_realm_emittedOnUpdate,io_realm_Realm
io_realm_RxJavaTests,io_realm_RxJavaTests_realmObject_gcStressTest,io_realm_Realm
io_realm_SortTest,io_realm_SortTest_createAndTest,io_realm_Realm
io_realm_UnManagedOrderedRealmCollectionTests,io_realm_UnManagedOrderedRealmCollectionTests_unsupportedMethods_unManagedCollections,io_realm_OrderedRealmCollection
io_realm_UnManagedRealmCollectionTests,io_realm_UnManagedRealmCollectionTests_unsupportedMethods_unManagedCollections,io_realm_RealmCollection
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_DynamicRealmObject,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_isNull,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_hasField,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_getFieldNames,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setBoolean,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setFloat,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setDouble,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setBlob,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setDate,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setObject,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setModelList,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_setValueList,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_getType,io_realm_ProxyState
io_realm_DynamicRealmObject,io_realm_DynamicRealmObject_getFieldType,io_realm_ProxyState
io_realm_Realm,io_realm_Realm_createObjectInternal,io_realm_RealmSchema
io_realm_RealmCache,io_realm_RealmCache_validateConfiguration,io_realm_RealmConfiguration
io_realm_RealmList,io_realm_RealmList_checkForAddRemoveListener,io_realm_BaseRealm
io_realm_ManagedListOperator,io_realm_ManagedListOperator_deleteLast,io_realm_internal_OsList
io_realm_RealmObjectSchema,io_realm_RealmObjectSchema_getFieldNames,io_realm_internal_Table
io_realm_internal_JNIColumnInfoTest,io_realm_internal_JNIColumnInfoTest_shouldGetColumnInformation,io_realm_internal_Table
io_realm_internal_JNIRowTest,io_realm_internal_JNIRowTest_tearDown,io_realm_internal_OsSharedRealm
io_realm_internal_JNITableInsertTest,io_realm_internal_JNITableInsertTest_tearDown,io_realm_internal_OsSharedRealm
io_realm_internal_JNITableTest,io_realm_internal_JNITableTest_findFirstNonExisting,io_realm_internal_OsSharedRealm
io_realm_internal_JNITableTest,io_realm_internal_JNITableTest_findFirst,io_realm_internal_OsSharedRealm
io_realm_internal_JNITableTest,io_realm_internal_JNITableTest_getName,io_realm_internal_OsSharedRealm
io_realm_internal_JNITableTest,io_realm_internal_JNITableTest_shouldThrowWhenSetIndexOnWrongRealmFieldType,io_realm_internal_OsSharedRealm
io_realm_internal_ObserverPairListTests,io_realm_internal_ObserverPairListTests_clear,io_realm_internal_ObserverPairList
io_realm_internal_ObserverPairListTests,io_realm_internal_ObserverPairListTests_isEmpty,io_realm_internal_ObserverPairList
io_realm_internal_OsListTests,io_realm_internal_OsListTests_tearDown,io_realm_internal_OsSharedRealm
io_realm_internal_OsSharedRealmTests,io_realm_internal_OsSharedRealmTests_hasTable,io_realm_internal_OsSharedRealm
io_realm_internal_OsSharedRealmTests,io_realm_internal_OsSharedRealmTests_getTable,io_realm_internal_OsSharedRealm
io_realm_internal_OsSharedRealmTests,io_realm_internal_OsSharedRealmTests_isInTransaction,io_realm_internal_OsSharedRealm
io_realm_internal_OsSharedRealmTests,io_realm_internal_OsSharedRealmTests_isInTransaction_returnFalseWhenRealmClosed,io_realm_internal_OsSharedRealm
